Matricula,Carrera,Promedio
A19983,CARR112,84.605
A19984,CARR62,83.555
A19985,CARR84,84.155
A19986,CARR2,82.853
A19987,CARR84,75.071
A19989,CARR85,87.909
A19990,CARR85,90.216
A19993,CARR97,58.187
A19994,CARR42,82.377
A19996,CARR84,80.958
A19997,CARR75,76.095
A19998,CARR62,79.82
A19999,CARR66,88.955
A20000,CARR58,84.209
A20001,CARR103,86.054
A20002,CARR62,87.818
A20003,CARR66,79.866
A20004,CARR60,70.309
A20006,CARR54,93.804
A20007,CARR84,88.772
A20008,CARR62,83.675
A20010,CARR54,74.176
A20011,CARR54,70.5
A20012,CARR98,89.5
A20013,CARR84,76.375
A20014,CARR62,80.419
A20016,CARR84,90.25
A20017,CARR98,90.29
A20018,CARR103,64.4
A20019,CARR63,84.807
A20020,CARR97,84.464
A20022,CARR54,91.125
A20024,CARR62,81.736
A20025,CARR42,79.368
A20026,CARR63,81.515
A20027,CARR63,86.333
A20028,CARR98,96.903
A20029,CARR103,85.37
A20030,CARR62,81.903
A20031,CARR62,83.774
A20032,CARR63,90
A20033,CARR71,88.393
A20034,CARR66,88.363
A20036,CARR85,56.333
A20037,CARR97,90.518
A20039,CARR112,86.761
A20042,CARR53,90.617
A20043,CARR84,92.354
A20044,CARR62,79.888
A20045,CARR62,86.034
A20046,CARR2,92.555
A20047,CARR103,77.742
A20048,CARR62,70.444
A20049,CARR65,76.029
A20051,CARR62,73.645
A20052,CARR54,69.193
A20053,CARR85,90.1
A20054,CARR62,90
A20055,CARR2,86.272
A20057,CARR84,79.032
A20058,CARR99,66.333
A20059,CARR84,92.482
A20060,CARR66,83.911
A20061,CARR42,88.656
A20062,CARR61,83.531
A20064,CARR86,80.928
A20065,CARR97,79.666
A20066,CARR112,81.666
A20117,CARR54,66.511
A20120,CARR75,73.527
A20161,CARR62,76.482
A20175,CARR2,84.791
A20177,CARR62,77.152
A20179,CARR2,85.37
A20182,CARR62,72.216
A20187,CARR42,90.555
A20191,CARR112,94.381
A20192,CARR85,94.345
A20193,CARR62,87.61
A20194,CARR103,89.41
A20195,CARR72,84.75
A20196,CARR54,84.36
A20199,CARR112,87.259
A20201,CARR84,93.379
A20202,CARR77,84.322
A20204,CARR66,82.213
A20207,CARR72,76.423
A20208,CARR2,92.734
A20209,CARR65,91.5
A20210,CARR97,93
A20212,CARR63,79.957
A20213,CARR54,87.978
A20216,CARR61,91.666
A20218,CARR63,88.883
A20220,CARR85,78.636
A20222,CARR63,91.357
A20223,CARR71,83.4
A20225,CARR103,92.558
A20231,CARR99,75.266
A20234,CARR84,90.516
A20235,CARR62,82.696
A20238,CARR99,93.093
A20241,CARR73,85.526
A20245,CARR85,83.551
A20246,CARR42,84.781
A20247,CARR103,90.419
A20248,CARR103,91.25
A20250,CARR103,95.258
A20251,CARR63,66.823
A20252,CARR66,90.637
A20254,CARR103,89.87
A20260,CARR53,96.285
A20261,CARR64,83.266
A20263,CARR84,77.7
A20266,CARR58,79.2
A20269,CARR62,90.578
A20271,CARR61,92.616
A20278,CARR86,86.857
A20279,CARR103,83.277
A20280,CARR66,75.65
A20281,CARR104,72.176
A20283,CARR60,94.38
A20284,CARR73,84.263
A20287,CARR53,96.142
A20288,CARR103,77.529
A20290,CARR103,91.714
A20291,CARR66,86.844
A20292,CARR97,90.428
A20295,CARR58,85.777
A20296,CARR54,76.377
A20298,CARR65,77.857
A20299,CARR79,91
A20301,CARR71,79.166
A20302,CARR2,90
A20303,CARR42,87.142
A20306,CARR99,78.5
A20307,CARR98,81.909
A20308,CARR86,86.189
A20309,CARR75,67.361
A20312,CARR75,78.444
A20314,CARR63,82.733
A20320,CARR60,84.454
A20325,CARR54,79.354
A20328,CARR99,93.789
A20344,CARR65,94.833
A20345,CARR65,84.666
A20348,CARR85,86.333
A20474,CARR112,78.507
A20477,CARR103,73.958
A20501,CARR62,75.184
A20506,CARR99,66.841
A20538,CARR112,79.754
A20542,CARR103,78.48
A20557,CARR85,81.563
A20561,CARR84,83.563
A20564,CARR62,75.489
A20565,CARR66,86.478
A20566,CARR62,73.288
A20569,CARR54,82.152
A20572,CARR84,72.851
A20575,CARR54,96.313
A20576,CARR76,89.862
A20577,CARR71,79.66
A20578,CARR66,73.35
A20580,CARR112,90.5
A20582,CARR61,74.522
A20583,CARR112,85.26
A20584,CARR88,87.724
A20585,CARR62,87.796
A20586,CARR98,87.018
A20587,CARR58,79.531
A20588,CARR84,85.66
A20589,CARR84,92.4
A20590,CARR103,86.714
A20591,CARR103,89.345
A20592,CARR54,79.037
A20594,CARR62,89.234
A20595,CARR66,83.473
A20596,CARR84,86.66
A20597,CARR2,92.14
A20598,CARR103,83.178
A20599,CARR88,88.705
A20600,CARR42,94.421
A20602,CARR84,85.509
A20603,CARR62,75.767
A20604,CARR84,85.094
A20605,CARR88,78.733
A20606,CARR42,82.45
A20607,CARR71,83.425
A20608,CARR63,77.34
A20631,CARR58,73.169
A20635,CARR54,76.012
A20637,CARR63,79.666
A20640,CARR97,86.566
A20641,CARR62,77.675
A20644,CARR62,82
A20645,CARR98,86.316
A20647,CARR85,85.522
A20648,CARR84,74.925
A20649,CARR58,85.953
A20650,CARR107,90.021
A20651,CARR85,85.902
A20652,CARR66,89.311
A20654,CARR71,86.454
A20655,CARR77,83
A20656,CARR58,85.761
A20657,CARR85,79
A20659,CARR85,85.416
A20660,CARR62,93.707
A20661,CARR84,80.205
A20662,CARR103,87.085
A20663,CARR65,88.25
A20664,CARR85,87.659
A20665,CARR103,81.935
A20666,CARR85,90.88
A20667,CARR54,72.444
A20668,CARR42,93.76
A20669,CARR66,90.263
A20670,CARR64,94.925
A20671,CARR107,86.176
A20672,CARR62,82.944
A20673,CARR84,86
A20674,CARR103,74.666
A20675,CARR85,87.166
A20676,CARR84,88.676
A20677,CARR71,89.5
A20678,CARR107,89.766
A20679,CARR42,90.411
A20680,CARR66,96.218
A20681,CARR98,78.515
A20686,CARR65,88.088
A20689,CARR104,94.064
A20690,CARR84,79.5
A20691,CARR2,85.285
A20692,CARR85,72.941
A20694,CARR64,87.703
A20695,CARR60,92.156
A20696,CARR60,77.966
A20697,CARR63,71.5
A20699,CARR84,87.612
A20702,CARR66,79.972
A20703,CARR112,89.125
A20704,CARR84,87.224
A20705,CARR65,73.862
A20707,CARR84,86.785
A20708,CARR97,80.25
A20709,CARR86,82.416
A20710,CARR65,88.714
A20711,CARR65,87.909
A20887,CARR107,73.648
A20931,CARR58,72
A20937,CARR42,82.208
A20938,CARR99,74.157
A20943,CARR103,75.825
A20948,CARR97,90.901
A20950,CARR62,78.602
A20956,CARR2,75.771
A20958,CARR103,88.767
A20964,CARR97,84.333
A20969,CARR62,85.07
A20977,CARR110,91.959
A20978,CARR85,73.338
A20984,CARR85,82.381
A20989,CARR88,90.814
A20990,CARR66,87.36
A20992,CARR103,81.666
A20994,CARR62,91.956
A20995,CARR76,81.125
A20996,CARR98,73.491
A20998,CARR84,91.147
A21000,CARR85,85.821
A21001,CARR103,85.28
A21005,CARR66,96.747
A21007,CARR103,89.967
A21009,CARR85,75.914
A21010,CARR86,76.192
A21016,CARR76,75.792
A21017,CARR2,81.142
A21019,CARR107,95.266
A21023,CARR62,90.551
A21026,CARR84,85.696
A21027,CARR66,82.155
A21028,CARR98,74.721
A21029,CARR99,79.102
A21030,CARR84,82.977
A21031,CARR99,79.774
A21032,CARR97,83.785
A21033,CARR76,84.404
A21034,CARR84,72.904
A21035,CARR62,75.476
A21038,CARR66,83.041
A21042,CARR84,84.175
A21044,CARR112,84.391
A21045,CARR103,96.062
A21046,CARR85,81.818
A21050,CARR103,92.441
A21055,CARR84,91.173
A21056,CARR63,88.281
A21057,CARR54,76.894
A21058,CARR60,84.75
A21059,CARR63,83.894
A21060,CARR65,84.914
A21061,CARR84,76.24
A21062,CARR88,90.687
A21063,CARR99,85.483
A21064,CARR85,76.178
A21065,CARR99,86.947
A21066,CARR60,83.333
A21069,CARR53,87.947
A21073,CARR66,73.897
A21076,CARR64,87.722
A21079,CARR103,76.895
A21081,CARR62,68.333
A21083,CARR42,85.147
A21085,CARR66,91.551
A21086,CARR63,82.714
A21087,CARR85,83.285
A21088,CARR42,70.355
A21089,CARR103,54.545
A21091,CARR65,86.343
A21093,CARR110,85.323
A21095,CARR99,80.716
A21096,CARR84,88.343
A21099,CARR85,82.692
A21101,CARR110,77.954
A21102,CARR54,87.718
A21105,CARR71,70.428
A21106,CARR42,95.21
A21107,CARR112,93.944
A21109,CARR71,84.277
A21110,CARR42,88.035
A21111,CARR54,88.473
A21112,CARR63,79.833
A21113,CARR108,83
A21116,CARR85,95.21
A21118,CARR103,93.428
A21119,CARR2,70.883
A21122,CARR63,77.395
A21123,CARR47,79.228
A21124,CARR84,78.578
A21125,CARR62,93.218
A21127,CARR61,77.086
A21128,CARR99,77.25
A21129,CARR107,82.333
A21130,CARR42,88.488
A21131,CARR84,73.833
A21132,CARR84,93.052
A21133,CARR103,81.687
A21134,CARR98,95.736
A21135,CARR2,87.886
A21137,CARR84,72.565
A21139,CARR112,76.304
A21141,CARR99,82.777
A21142,CARR103,87.285
A21143,CARR64,0
A21144,CARR85,98.142
A21146,CARR62,72.333
A21152,CARR103,90.285
A21154,CARR54,85.571
A21156,CARR110,89.142
A21157,CARR62,87.59
A21158,CARR103,87.774
A21159,CARR85,94.142
A21162,CARR73,80.045
A21163,CARR98,92.428
A21164,CARR103,94.166
A21165,CARR88,92.818
A21168,CARR84,78.384
A21169,CARR85,78.953
A21171,CARR63,79.638
A21174,CARR104,83.5
A21177,CARR62,80.666
A21178,CARR62,81.972
A21179,CARR63,80.733
A21180,CARR54,84.171
A21191,CARR84,63.45
A21195,CARR76,85.633
A21196,CARR54,93.741
A21200,CARR72,92.333
A21201,CARR98,80.545
A21202,CARR85,90.5
A21203,CARR84,80.421
A21204,CARR99,81.06
A21205,CARR85,95.714
A21206,CARR54,91.571
A21209,CARR62,74.4
A21237,CARR62,87.315
A21239,CARR76,80.888
A21241,CARR84,82.263
A21242,CARR62,73.05
A21243,CARR103,90.125
A21244,CARR98,95.647
A21247,CARR110,80.166
A21250,CARR84,81
A21252,CARR2,67.562
A21253,CARR103,87.666
A21255,CARR97,85.2
A21260,CARR84,81
A21263,CARR84,86.8
A21265,CARR61,77.166
A21266,CARR103,93.666
A21267,CARR103,79.166
A21268,CARR112,86.5
A21269,CARR2,80.8
A21420,CARR63,76.058
A21491,CARR65,75.581
A21492,CARR62,84.787
A21507,CARR58,72.745
A21523,CARR84,71.393
A21547,CARR42,65.34
A21559,CARR42,78.792
A21577,CARR62,77.87
A21579,CARR62,73.865
A21584,CARR75,76.728
A21588,CARR54,77.637
A21591,CARR88,81.204
A21592,CARR54,83.045
A21593,CARR2,77.955
A21602,CARR66,86.862
A21611,CARR66,83.415
A21614,CARR84,79.15
A21616,CARR112,91.4
A21618,CARR84,84.714
A21619,CARR66,86.314
A21622,CARR110,91.964
A21626,CARR73,78.22
A21629,CARR73,86.977
A21630,CARR73,78.111
A21632,CARR54,76.098
A21634,CARR71,84.779
A21639,CARR85,74
A21650,CARR62,81.206
A21652,CARR85,80.371
A21654,CARR62,75.391
A21655,CARR62,78.547
A21656,CARR63,79.577
A21659,CARR62,82
A21660,CARR84,83.914
A21662,CARR62,90.826
A21664,CARR71,80.816
A21665,CARR62,76.093
A21666,CARR84,88.937
A21667,CARR110,86.315
A21668,CARR2,87.222
A21670,CARR62,93.047
A21671,CARR103,85.028
A21672,CARR66,72.294
A21684,CARR43,71.081
A21685,CARR53,82.291
A21686,CARR63,95.41
A21687,CARR62,83.339
A21688,CARR58,77.625
A21690,CARR62,82.2
A21694,CARR84,70.716
A21695,CARR88,79.4
A21697,CARR113,68.295
A21698,CARR85,83.046
A21700,CARR73,79.46
A21701,CARR103,76.076
A21702,CARR88,84.103
A21705,CARR103,75.762
A21708,CARR58,72.6
A21710,CARR62,83.222
A21712,CARR71,70.862
A21714,CARR75,93.2
A21715,CARR97,86.8
A21716,CARR85,70.357
A21717,CARR85,85.187
A21723,CARR85,85.4
A21726,CARR66,85.718
A21727,CARR88,93.314
A21729,CARR73,84.5
A21730,CARR112,87.684
A21731,CARR75,80.28
A21732,CARR42,91.666
A21735,CARR84,79.714
A21738,CARR53,94.935
A21739,CARR66,84.791
A21741,CARR54,79.031
A21742,CARR53,87.95
A21743,CARR62,81.185
A21744,CARR62,97.166
A21745,CARR72,89.843
A21747,CARR62,88.25
A21751,CARR113,79.666
A21752,CARR64,88.428
A21754,CARR84,80.073
A21761,CARR103,84.017
A21762,CARR84,80.216
A21763,CARR85,84
A21765,CARR66,85.21
A21766,CARR58,84.901
A21768,CARR84,73.675
A21773,CARR85,88.666
A21774,CARR66,92.377
A21776,CARR85,74.155
A21777,CARR42,77.32
A21778,CARR103,81.267
A21779,CARR99,89.783
A21780,CARR60,83.466
A21781,CARR53,89.722
A21783,CARR53,0
A21784,CARR71,94.894
A21785,CARR2,87.277
A21786,CARR76,78.3
A21787,CARR53,89.555
A21788,CARR66,84.578
A21789,CARR42,92.054
A21790,CARR62,86.625
A21793,CARR42,80
A21794,CARR42,84.416
A21795,CARR62,78.431
A21796,CARR72,78.82
A21797,CARR97,85.235
A21798,CARR84,85.631
A21799,CARR62,83.066
A21800,CARR62,88.6
A21801,CARR71,80
A21802,CARR84,82.384
A21803,CARR66,84.415
A21805,CARR75,76.036
A21806,CARR66,73.169
A21807,CARR78,96.714
A21808,CARR75,90.232
A21809,CARR75,89.634
A21810,CARR97,72.052
A21812,CARR62,77.591
A21813,CARR71,91.45
A21814,CARR84,88.561
A21816,CARR62,92.785
A21817,CARR85,86.7
A21819,CARR66,72.7
A21820,CARR61,82.263
A21821,CARR53,84.533
A21822,CARR73,87.857
A21824,CARR85,87.157
A21825,CARR58,91.636
A21826,CARR85,76.522
A21827,CARR84,79.111
A21828,CARR71,85.261
A21830,CARR2,90.571
A21834,CARR73,88.04
A21838,CARR65,77.657
A21839,CARR54,80.378
A21840,CARR75,91.282
A21841,CARR103,91.238
A21842,CARR63,81.39
A21843,CARR84,91.309
A21844,CARR99,84.615
A21846,CARR43,85.392
A21848,CARR79,88.714
A21850,CARR71,79
A21851,CARR66,92.166
A21852,CARR53,84.5
A21853,CARR77,60.666
A21854,CARR85,94
A21856,CARR85,88.142
A21857,CARR99,63.666
A21858,CARR103,91
A21860,CARR62,92.25
A21862,CARR62,83.292
A21864,CARR71,85.571
A21866,CARR112,87.463
A21867,CARR103,73
A21869,CARR58,80.21
A21870,CARR113,55.7
A21873,CARR66,85.38
A21874,CARR85,73.2
A21878,CARR73,89.071
A21881,CARR66,90.068
A21884,CARR62,85.5
A21885,CARR66,80.628
A21886,CARR103,86.7
A21895,CARR62,88.344
A21896,CARR113,80.82
A21897,CARR103,85.266
A21898,CARR103,85.451
A21899,CARR66,75
A21900,CARR42,76.666
A21912,CARR112,87.259
A21917,CARR112,87.433
A21920,CARR84,94.266
A21921,CARR54,79.243
A21923,CARR75,76.25
A21924,CARR112,85.615
A21925,CARR62,86.481
A21926,CARR103,92.709
A21928,CARR73,87.033
A21930,CARR84,84.967
A21932,CARR75,73.68
A21933,CARR73,73.307
A21935,CARR58,88.315
A21936,CARR63,85.65
A21937,CARR85,95.388
A21940,CARR103,89.809
A21942,CARR112,86.764
A21946,CARR103,73.769
A21947,CARR112,85.875
A21948,CARR84,86.484
A21949,CARR85,80
A21976,CARR62,93.307
A21983,CARR72,85.21
A21984,CARR103,80.823
A21985,CARR66,80
A21986,CARR112,87.266
A22188,CARR62,70.273
A22194,CARR62,75.648
A22213,CARR103,74.742
A22303,CARR62,64.073
A22321,CARR107,89.744
A22344,CARR86,73.666
A22345,CARR76,65.81
A22356,CARR46,79.183
A22367,CARR88,79.8
A22368,CARR85,84.08
A22369,CARR65,89.933
A22376,CARR60,93.903
A22377,CARR72,82.033
A22387,CARR99,72.52
A22389,CARR103,82.649
A22396,CARR110,84.534
A22398,CARR84,78.069
A22401,CARR63,80.392
A22403,CARR76,78.12
A22411,CARR84,77
A22425,CARR54,82.661
A22446,CARR103,75.122
A22447,CARR42,74.909
A22449,CARR42,79.693
A22454,CARR103,90.644
A22456,CARR42,78.909
A22457,CARR97,80.892
A22459,CARR2,83.527
A22463,CARR62,88.648
A22464,CARR71,80.836
A22465,CARR2,70.511
A22468,CARR76,85.793
A22477,CARR76,74.978
A22478,CARR97,82.37
A22479,CARR62,81.384
A22480,CARR88,77.82
A22481,CARR62,90.948
A22482,CARR84,75.935
A22484,CARR62,84.321
A22486,CARR85,76.236
A22488,CARR97,88.586
A22489,CARR84,77.918
A22491,CARR84,74.358
A22492,CARR54,84.275
A22497,CARR62,76.053
A22498,CARR84,80.803
A22500,CARR97,83.565
A22505,CARR85,74.024
A22508,CARR84,75.447
A22522,CARR76,70.538
A22526,CARR62,90.142
A22527,CARR66,89.846
A22528,CARR66,75.333
A22537,CARR76,85.767
A22540,CARR84,80.953
A22546,CARR103,85.622
A22547,CARR99,93.612
A22548,CARR42,92.183
A22551,CARR73,77.986
A22555,CARR71,73.438
A22556,CARR58,79.484
A22557,CARR84,79.342
A22562,CARR103,78.052
A22566,CARR103,70.028
A22568,CARR84,74.812
A22569,CARR114,73.44
A22575,CARR73,80.492
A22579,CARR88,81.333
A22589,CARR86,80.026
A22590,CARR62,88.235
A22591,CARR62,86.259
A22592,CARR63,83.5
A22593,CARR97,89.08
A22594,CARR88,66.625
A22596,CARR42,92.193
A22598,CARR62,85.9
A22599,CARR85,88.521
A22600,CARR103,77.746
A22602,CARR98,82.74
A22603,CARR88,84.318
A22606,CARR62,95.032
A22609,CARR85,78.115
A22611,CARR73,85.322
A22613,CARR85,70.571
A22614,CARR103,74.303
A22618,CARR88,89.927
A22623,CARR84,77.954
A22627,CARR62,84.106
A22629,CARR66,85.181
A22631,CARR76,85.076
A22634,CARR84,79.846
A22637,CARR66,89.393
A22638,CARR112,82.7
A22639,CARR60,80.212
A22640,CARR103,88.403
A22641,CARR58,80.365
A22642,CARR85,82.203
A22644,CARR84,85.5
A22645,CARR54,77.923
A22647,CARR73,90.935
A22648,CARR103,90.322
A22650,CARR58,85.846
A22651,CARR42,79.94
A22653,CARR65,87.148
A22654,CARR103,78.562
A22655,CARR99,74.616
A22656,CARR42,90.266
A22658,CARR65,83.806
A22660,CARR62,89.534
A22663,CARR84,80
A22664,CARR103,82.51
A22665,CARR98,75.019
A22666,CARR62,95.842
A22667,CARR88,89.263
A22668,CARR62,84.736
A22669,CARR85,93.944
A22672,CARR103,93.081
A22673,CARR73,75
A22674,CARR66,90.684
A22675,CARR62,86.016
A22676,CARR103,79.117
A22677,CARR66,91.21
A22678,CARR103,82.5
A22679,CARR103,82.714
A22681,CARR71,82.089
A22683,CARR42,94.285
A22687,CARR84,84.6
A22691,CARR88,90.305
A22692,CARR103,66.72
A22694,CARR61,72.545
A22695,CARR62,92.384
A22696,CARR62,85.736
A22700,CARR42,89.649
A22701,CARR66,80.075
A22702,CARR42,79.266
A22706,CARR46,64.555
A22707,CARR98,91.357
A22710,CARR103,92.105
A22712,CARR103,81.543
A22714,CARR103,78.862
A22716,CARR42,84.508
A22717,CARR110,88.148
A22718,CARR62,84.454
A22719,CARR73,71.309
A22721,CARR42,86.688
A22727,CARR84,69
A22728,CARR84,74.837
A22729,CARR76,85.232
A22730,CARR84,76.804
A22731,CARR84,74.5
A22732,CARR58,73.357
A22733,CARR84,84.595
A22734,CARR62,95.263
A22735,CARR88,87.609
A22736,CARR84,86.708
A22739,CARR84,80.807
A22741,CARR62,89.976
A22742,CARR103,74.514
A22743,CARR103,87.595
A22745,CARR66,90.9
A22747,CARR73,82.309
A22748,CARR66,81.652
A22749,CARR103,74.425
A22750,CARR103,96.857
A22754,CARR42,85.307
A22755,CARR85,81.285
A22756,CARR77,80.5
A22757,CARR54,86
A22758,CARR84,85
A22759,CARR62,98.142
A22760,CARR62,82
A22761,CARR85,89
A22763,CARR103,89
A22764,CARR65,90.571
A22765,CARR112,91.468
A22766,CARR66,87.166
A22767,CARR86,79.666
A22770,CARR78,84.5
A22771,CARR66,84.166
A22773,CARR76,80.375
A22774,CARR84,92.75
A22775,CARR66,87.571
A22778,CARR84,89.571
A22779,CARR62,82.558
A22780,CARR112,85.068
A22781,CARR103,80.023
A22782,CARR66,90.571
A22784,CARR42,93.564
A22786,CARR86,93
A22787,CARR103,84.571
A22792,CARR84,79.971
A22793,CARR63,85.56
A22797,CARR103,84.523
A22798,CARR58,82.318
A22799,CARR85,94.692
A22800,CARR54,73.875
A22802,CARR112,88.416
A22809,CARR103,88.043
A22811,CARR103,91.848
A22817,CARR54,81.322
A22820,CARR73,75.655
A22821,CARR77,82.151
A22822,CARR103,88.815
A22824,CARR103,84.6
A22834,CARR62,78.774
A22836,CARR66,88.8
A22837,CARR66,79.785
A22838,CARR61,96.909
A22844,CARR42,91.2
A22846,CARR103,89.233
A22862,CARR58,91.512
A22863,CARR66,76.272
A22869,CARR84,75.777
A22870,CARR73,89.866
A22871,CARR54,87.878
A22872,CARR113,81.5
A22873,CARR112,85.869
A22874,CARR103,85.935
A22877,CARR97,81.565
A22878,CARR103,72.576
A22880,CARR63,73.655
A22885,CARR73,77.318
A22886,CARR62,87.066
A22887,CARR103,82.258
A22888,CARR86,72.045
A22889,CARR71,67.894
A22890,CARR62,88.083
A22892,CARR103,68.647
A22893,CARR62,97.947
A22894,CARR62,93.578
A22895,CARR103,90.529
A22898,CARR62,90.277
A22902,CARR103,82.705
A22904,CARR42,92.411
A22905,CARR62,85.166
A22908,CARR63,87.666
A22910,CARR62,87.736
A22911,CARR62,90.555
A22912,CARR62,98.25
A22916,CARR84,76.062
A22918,CARR62,78.722
A22921,CARR84,48
A22922,CARR54,91
A22924,CARR84,70.933
A22930,CARR85,75.466
A22932,CARR2,76.071
A22936,CARR84,91.285
A22937,CARR54,76.2
A22939,CARR54,83
A22943,CARR103,96.5
A22947,CARR66,82.857
A22948,CARR62,87.166
A22951,CARR84,87.666
A22960,CARR103,86.666
A22961,CARR103,86.4
A22963,CARR63,75.166
A22965,CARR84,69.333
A22966,CARR84,89
A22967,CARR62,80.714
A22968,CARR84,87.833
A23014,CARR65,70.957
A23015,CARR104,89.981
A23038,CARR73,87.265
A23040,CARR113,90.578
A23043,CARR62,77.477
A23121,CARR62,74.537
A23123,CARR73,80.326
A23125,CARR66,80.913
A23128,CARR62,80.135
A23133,CARR84,78.261
A23135,CARR85,87.415
A23136,CARR62,79.862
A23137,CARR66,97.983
A23138,CARR65,81.355
A23139,CARR103,76.807
A23140,CARR42,80.828
A23141,CARR42,82.851
A23142,CARR66,90.809
A23143,CARR62,91.81
A23144,CARR103,82.153
A23145,CARR113,74.491
A23147,CARR112,82.317
A23153,CARR103,78.66
A23154,CARR2,80.238
A23155,CARR99,82.088
A23156,CARR66,82.343
A23157,CARR66,92.977
A23159,CARR58,81.657
A23160,CARR103,84.166
A23161,CARR103,84.032
A23163,CARR84,75.242
A23164,CARR61,92.848
A23165,CARR85,92.031
A23167,CARR43,90.5
A23169,CARR42,85.058
A23170,CARR62,85.666
A23172,CARR66,79.468
A23173,CARR64,93.321
A23174,CARR85,78.52
A23175,CARR63,73.266
A23178,CARR85,90.95
A23179,CARR66,77.285
A23180,CARR66,85.789
A23181,CARR2,81.666
A23184,CARR62,90.645
A23185,CARR62,69.714
A23186,CARR66,84.065
A23187,CARR98,80.142
A23188,CARR103,81.666
A23190,CARR98,84.25
A23192,CARR88,90.428
A23195,CARR2,94.714
A23197,CARR66,87.285
A23198,CARR110,97.166
A23200,CARR99,83.142
A23205,CARR85,75
A23208,CARR66,85.857
A23285,CARR66,80.423
A23395,CARR73,83.037
A23542,CARR54,68.316
A23727,CARR73,70.657
A23738,CARR62,73.742
A23745,CARR72,74.59
A23890,CARR113,71.5
A23925,CARR75,68.178
A23946,CARR71,74.303
A23976,CARR2,79.2
A23981,CARR103,73.397
A23991,CARR63,68.265
A23997,CARR66,74.333
A24020,CARR62,71.521
A24041,CARR62,79.298
A24051,CARR62,76.879
A24069,CARR62,72.637
A24070,CARR75,72.807
A24081,CARR113,73.926
A24099,CARR84,90.333
A24122,CARR71,70.76
A24125,CARR62,84.206
A24126,CARR84,81.238
A24128,CARR103,80.396
A24129,CARR76,83.765
A24131,CARR63,72.551
A24134,CARR62,67.015
A24135,CARR66,78.083
A24136,CARR85,75.314
A24138,CARR2,78.979
A24140,CARR58,73.015
A24141,CARR54,76
A24150,CARR63,77.203
A24155,CARR71,77.603
A24158,CARR66,75.425
A24163,CARR71,78.405
A24164,CARR2,77.385
A24165,CARR84,81.016
A24167,CARR103,77.2
A24168,CARR61,76.017
A24174,CARR86,89.437
A24184,CARR61,77.396
A24188,CARR2,76.277
A24197,CARR99,87.509
A24201,CARR62,76.352
A24205,CARR99,78.915
A24220,CARR99,79.521
A24223,CARR88,75.428
A24231,CARR62,78.111
A24232,CARR63,91.431
A24233,CARR42,82.777
A24234,CARR42,74.866
A24235,CARR62,80.193
A24237,CARR54,72.38
A24254,CARR66,73.243
A24258,CARR58,78.07
A24259,CARR65,86.896
A24260,CARR62,81.206
A24261,CARR103,85.913
A24262,CARR103,75.581
A24264,CARR66,83.41
A24266,CARR66,78.491
A24267,CARR73,82.263
A24268,CARR103,85.087
A24269,CARR62,90.932
A24270,CARR71,84.843
A24271,CARR97,82.578
A24272,CARR97,82.774
A24273,CARR103,83.666
A24274,CARR112,91.145
A24275,CARR103,85.729
A24276,CARR63,81.593
A24278,CARR88,89.814
A24279,CARR103,79.178
A24280,CARR84,78.277
A24281,CARR58,85.483
A24282,CARR97,83.568
A24283,CARR62,77.156
A24284,CARR114,79.086
A24285,CARR2,83.473
A24286,CARR85,84
A24287,CARR58,72.175
A24292,CARR88,90.481
A24296,CARR103,84.649
A24297,CARR62,77.883
A24299,CARR62,68.362
A24301,CARR71,77.984
A24307,CARR112,72
A24308,CARR97,86.894
A24309,CARR73,75.78
A24311,CARR110,88.052
A24312,CARR103,78.79
A24316,CARR85,65.893
A24322,CARR88,75.26
A24324,CARR66,84.75
A24325,CARR66,80.979
A24326,CARR97,84.017
A24331,CARR42,69.605
A24333,CARR65,71.921
A24335,CARR99,80.604
A24337,CARR76,88.862
A24340,CARR65,70.786
A24341,CARR65,77.9
A24342,CARR2,77.25
A24347,CARR113,80.903
A24349,CARR63,73.547
A24352,CARR112,83.178
A24353,CARR71,74.733
A24372,CARR103,76.414
A24375,CARR99,76.875
A24376,CARR63,83.083
A24378,CARR97,88.928
A24380,CARR98,89.069
A24383,CARR103,77.03
A24384,CARR88,83.575
A24387,CARR88,74.901
A24403,CARR97,73.983
A24408,CARR61,89.25
A24409,CARR2,78.179
A24410,CARR103,85.688
A24412,CARR97,71.812
A24413,CARR66,93.333
A24414,CARR65,77.425
A24416,CARR71,88.477
A24418,CARR97,86.324
A24419,CARR62,76.181
A24420,CARR103,85.642
A24421,CARR97,81.724
A24422,CARR62,79.405
A24423,CARR71,81.86
A24424,CARR54,81.086
A24425,CARR60,91.043
A24428,CARR98,83.586
A24429,CARR61,84.555
A24430,CARR42,79.446
A24432,CARR73,74.421
A24433,CARR77,81.333
A24434,CARR2,81.512
A24435,CARR2,77
A24436,CARR76,78.975
A24439,CARR62,71.52
A24441,CARR84,82.218
A24446,CARR88,82.682
A24447,CARR97,84.767
A24448,CARR2,75.829
A24453,CARR76,72.629
A24454,CARR97,90.9
A24455,CARR73,83.886
A24457,CARR84,71.923
A24459,CARR58,69.903
A24460,CARR62,70.807
A24461,CARR65,82.203
A24462,CARR113,77.114
A24464,CARR84,70.469
A24465,CARR2,75.206
A24466,CARR84,77.186
A24468,CARR110,82.086
A24469,CARR84,80.958
A24470,CARR103,76.263
A24472,CARR103,76.041
